,ENGLISHNAME,CHINESENAME,CLASS,TYPE,EASTING,NORTHING,E_ADDRESS,C_ADDRESS,Sources
15598,SOUTH & NORTH HOUSE,南北賓館,AMD,GHS,835797,818422,"Flat D, E & F, 8/F, Pollock Building,9-10 Tak Hing Street,Jordan, Kowloon.","九龍佐敦德興街9-10號寶來大廈8字樓D,E&F室",GeoCom
15600,WON PUNG WON MOTEL,元豐園賓館,AMD,GHS,836108,817669,"Flat A, B, C, 1/F Windsor Mansion, 29-31 Chatham Road South, Tsim Sha Tsui, Kowloon.","九龍尖沙咀漆咸道29-31號温莎大廈1字樓A,B,C室",GeoCom
15627,"School of Continuing and Professional Studies, The Chinese University of Hong Kong",香港中文大學專業進修學院,SCH,TEI,839634,830429,"Inter-University Hall, The Chinese University of Hong Kong, Shatin, NT",新界沙田香港中文大學博文苑,GeoCom
15630,,仁慈淨苑,REM,MON,814466.212,827903.495,"Tuen Mun, NT",新界屯門,GeoCom
15642,ArtisTree,,CUF,PFM,839764.148,816435.306,"Cambridge House, Quarry Bay, HK",香港鰂魚涌康僑大廈,GeoCom
15645,Central Kowloon Child Asessment Centre,中九龍兒童體能智力測驗中心,HNC,CLI,836994,820712,"2/F, 147L Argyle Street, Kowloon City, Kowloon.",九龍城亞皆老街147L號2字樓,GeoCom
15648,SILKA TSUEN WAN HONG KONG,香港荃灣絲麗酒店,AMD,HTL,832374,825552,"G/F(Portion), 1/F(Portion), 2/F(Portion), 3/F, 5/F-12/F, 15/F-UR/F, 119 Wo Yi Hop Road, Kwai Chung, New Territories.","新界葵涌和宜合道119號 地下(部份), 1字樓(部份), 2字樓(部份), 3字樓, 5字樓-12字樓,15字樓-天台高層",GeoCom
15715,,至和壇,REM,MON,814167,828052,"Tuen Mun, NT",新界屯門,GeoCom
15722,THE CHRISTIAN GOD'S LOVE CARE HOME,基督教神愛護理院,HNC,ELD,823901,837582,"Yuen Long, NT",新界元朗,GeoCom
15726,HEUNG HOI CHING KOK LIN ASSOCIATION BUDDHIST PO CHING CARE AND ATTENTION HOME FOR THE AGED WOMEN,香海正覺蓮社佛教寶靜護理安老院,HNC,ELD,832187,839176,"10 CHI FUK CIRCUIT, FANLING, NEW TERRITORIES",新界粉嶺置福圍10號,GeoCom
15727,Hong Kong and Macau Lutheran Grace Chapel,港澳信義會主恩佈道所,REM,CHU,845557,819832,"HKMLC Queen Maud Secondary School, Hang Hau, Tseung Kwan O, NT",新界將軍澳坑口港澳信義會慕德中學,GeoCom
15733,Sheng Kung Hui Discovery Bay Church,聖公會愉景灣堂(英語),REM,CHU,819514,817970,"Discovery Bay, Lantau Island, NT",新界大嶼山愉景灣,GeoCom
15737,Maryknoll Sisters of St. Dominic - Maryknoll Sisters Convent (Hung Shui Kiu),聖明道瑪利諾女修會-瑪利諾女修院(洪水橋),REM,MON,817852,831994,"Rosary Church, Hung Shui Kiu, Yuen Long, NT",新界元朗洪水橋玫瑰堂,GeoCom
15742,Tao Miao Institute,稻苗學院,SCH,VTI,838268,828526,"Tao Miao Institute, Fo Tan, Sha Tin, NT",新界沙田火炭稻苗學院,GeoCom
15758,Hong Kong School of Motoring Yuen Long Road Safety Centre,香港駕駛學院元朗安全駕駛中心,SCH,MIS,821443,835047,"Hong Kong School of Motoring Yuen Long Road Safety Centre, Yuen Long, NT",新界元朗香港駕駛學院元朗安全駕駛中心,GeoCom
15759,Pro-Act Training and Development Centre (Welding),卓越培訓發展中心(焊接業),SCH,VTI,831591,824138,"Vocational Training Council Kwai Chung Complex, Kwai Chung, NT",新界葵涌職業訓練局葵涌大樓,GeoCom
15778,Po Leung Kuk Li Shiu Chung Memorial Rehabilitation Centre,保良局李兆忠紀念復康中心,HNC,REH,835702.127,825986.773,"Po Leung Kuk Li Shiu Chung Memorial Rehabilitation Centre, Sha Tin, NT",新界沙田保良局李兆忠紀念復康中心,GeoCom
15782,Fanling South Public Library,粉嶺南公共圖書館,CUF,LIB,832892,838567,"Shop Nos. G15 & G16, Dawning Views Shopping Plaza, 23 Yat Ming Road, Fanling, N.T.","新界粉嶺一鳴路23號, 牽晴間購物廣場地下G15及G16號舖位",GeoCom
15796,TSUI WAN NURSING HOME LIMITED,翠灣護老院有限公司,HNC,ELD,842813,814344,"Chai Wan, HK",香港柴灣,GeoCom
15810,Hong Kong Evangelical Yan Yue Church,香港宣教會恩雨堂,REM,CHU,836016,817935,"On Luen Building, Tsim Sha Tsui, KLN",九龍尖沙咀安聯大廈,GeoCom
15813,HARBOUR PLAZA RESORT CITY HONG KONG,嘉湖海逸酒店,AMD,HTL,818360,835436,"12-18 Tin Yan Road,Tin Shui Wai, New Territories.",新界天水圍天恩路12-18號,GeoCom
15821,PRUDENTIAL HOTEL,PRUDENTIAL HOTEL,AMD,HTL,835763,818354,"222 Nathan Road,Tsim Sha Tsui, Kowloon.",九龍尖沙咀彌敦道222號,GeoCom
15830,HONG KONG PROFESSIONAL REHAB AND NURSING CENTRE,香港專業復康護老中心,HNC,ELD,835733,818646,"3/F., KIM TAK BUILDING 328 - 342A, NATHAN ROAD, JORDAN, KOWLOON",九龍佐敦彌敦道328 - 342A號儉德大廈3樓,GeoCom
15838,Operation Dawn-Girl Centre,香港晨曦會-姊妹之家,GOV,CSD,829345,822982,"Ching Kwai House, Tsing Yi, NT",新界青衣青葵樓,GeoCom
15840,The Church of Christ in China The Covenant Church,中華基督教會天約堂,REM,CHU,818695,836154,"The Church of Christ in China Fong Yun Wah Secondary School, Tin Shui Wai, NT",新界天水圍中華基督教會方潤華中學,GeoCom
15853,Buddhist Chiu Yum Lin She,佛教潮音蓮社,REM,MON,837821,821129,"Kowloon City, KLN",九龍九龍城,GeoCom
15856,Youth College (Tuen Mun),青年學院(屯門),SCH,VTI,814543,828261,"Tuen Mun, NT",新界屯門,GeoCom
15869,Tsuen Shing Baptist Church,荃盛浸信會,REM,CHU,830115,826038,"Cheong Lok Mansion, Tsuen Wan, NT",新界荃灣昌樂大廈,GeoCom
15872,,福德宮,REM,TMP,820977,807378,,新界長洲福德宮,GeoCom
15875,Buddhist Nunnery of Wisdom Lotus,佛教慧蓮淨苑,REM,MON,837850,815947,"Hung On Building, Causeway Bay, HK",香港銅鑼灣鴻安大廈,GeoCom
15882,Jubilee Institute,禧福學院,REM,SMY,835644,818500,"Sino Cheer Plaza, Yau Ma Tei, KLN",九龍油麻地新寶廣場,GeoCom
15883,,婆羅精舍,REM,MON,814419,827723,,新界屯門婆羅精舍,GeoCom
15905,Yiu On Estate(Mobile Library 2),耀安邨(流動圖書館二),CUF,LIB,841756,831034,"Adjacent to Yiu Ping House, Yiu On Estate, Ma On Shan, N.T.",新界馬鞍山耀安邨耀平樓側,GeoCom
15906,Hong Kong Christian Service-Jockey Club Lodge of the Rising Sun,香港基督教服務處-賽馬會日出山莊,GOV,CSD,814747,828070,"Hong Kong Christian Service Jockey Club Lodge of Rising Sun, Tuen Mun, NT",新界屯門香港基督教服務處賽馬會日出山莊,GeoCom
15909,CHUNG TAO ELDERLY CENTRE (FIRST BRANCH),松濤護老中心（第一分院）,HNC,ELD,832042,825112,"1/F. & SHOP NO.12 G/F, PO KAI MANSION, 2-20 WO YI HOP ROAD, KWAI CHUNG, NEW TERRITORIES",新界葵涌和宜合道2-20號保基大樓地下12號舖及1字樓,GeoCom
15910,Hong Kong Art School,香港藝術學院,SCH,TEI,841833,815976,"8 Tam Kung Temple Road, Shau Kei Wan, Hong Kong",香港筲箕灣譚公廟道8號,GeoCom
15922,HOTEL SAV,逸．酒店,AMD,HTL,837219,818668,"B/F-13/F, 15/F-23/F & 25/F, 83 Wuhu Street,Hung Hom, Kowloon.","九龍紅磡蕪湖街83號 地庫-13字樓, 15-23字樓及25字樓",GeoCom
15924,Hong Kong Culinary Academy,香港西廚學院,SCH,VTI,831277,822928,"Kwai Chung, NT",新界葵涌,GeoCom
15926,Concordia Theological Seminary,香港路德會協同神學院,REM,SMY,835792,821380,"Yau Yat Tsuen, KLN",九龍又一村,GeoCom
15933,TIN CHING NURSING HOME LIMITED,天晴護理院有限公司,HNC,ELD,831154,815903,"SHOP U, T G/F, SHOP A 1/F LUEN GAY APARTMENTS, 124-134, 130A, 132A, 134A BELCHER'S STREET & 9-9C DAVIS STREET, HONG KONG",香港西環卑路乍街124-134，130A，132A，134A號及爹核士街9-9C號聯基新樓地下U、T舖及一樓A舖,GeoCom
15944,HIU KWONG (TO KWA WAN) NURSING CENTRE,曉光（土瓜灣）護老中心,HNC,ELD,837857,819795,"WHOLE G/F (BLOCK A-J) WEI CHIEN COURT, NOS 2-10 WAI KING STREET, 1-9 LONG YUET STREET, TOKWAWAN, KOWLOON",九龍土瓜灣偉景街偉景閣地下2-10號全層,GeoCom
15946,Tin Wah Estate(Mobile Library 11),天華邨(流動圖書館十一),CUF,LIB,817714,835706,"Adjacent to the car park entrance of the Ancillary Facilities Block, Tin Wah Estate, Tin Shui Wai, N.T.",新界天水圍天華邨服務設施大樓停車場入口側,GeoCom
15950,The Chinese University of Hong Kong Central Campus,香港中文大學中央校園,SCH,SCM,838957,831094,"Ma Liu Shui, Sha Tin, NT",新界沙田馬料水,GeoCom
15952,Po Tho Tong,抱道堂,REM,MON,838680,816869,"Maylun Apartments, North Point, HK",香港北角美輪大廈,GeoCom
15955,LORD GRACE SHUNG TAK HOME OF AGED,主恩崇德護理院,HNC,ELD,824898,833335,"Kam Tin, Yuen Long, NT",新界元朗錦田,GeoCom
15985,,楊侯古廟,REM,TMP,816999,834826,,新界元朗廈村楊侯古廟,GeoCom
15994,KEI TAK INSTITUTION OF OLD AGE LIMITED,基德護理安老院有限公司,HNC,ELD,827669.572,833239.343,"Pat Heung, Yuen Long, NT",新界元朗八鄉,GeoCom
15997,Temple,天后古廟,REM,TMP,824395,834349,"Temple, Kam Tin, Yuen Long, NT",新界元朗錦田天后古廟,GeoCom
16005,Diocesan Girls' School Chapel,拔萃女書院小教堂,REM,CHU,835950,818660,"DIOCESAN GIRLS' SCHOOL, Yau Ma Tei, KLN",九龍油麻地拔萃女書院,GeoCom
16013,Truth Cornerstone Baptist Church Shek Mun Church,真理基石浸信會石門堂,REM,CHU,839713,827623,"Hong Kong Baptist University College of International Education, Sha Tin, NT",新界沙田香港浸會大學國際學院,GeoCom
16025,TANG TAT HOME AGED,騰達護老中心,HNC,ELD,835734,818709,"1/F & 2/F, EXCELSIOR BUILDING, 364 NATHAN ROAD, KOWLOON",九龍彌敦道364號善美大廈1字樓及2字樓,GeoCom
16044,The Church of Christ in China Kei Wan Church,中華基督教會基灣堂,REM,CHU,840982,815719,"The Church of Christ in China Kei Wan Primary School, Sai Wan Ho, HK",香港西灣河中華基督教會基灣小學,GeoCom
16047,Amphitheatre,露天劇場,CUF,PFM,844800,819553,"Tseung Kwan O, NT",新界將軍澳,GeoCom
16052,I-FENG AGED CENTER,益豐護老中心,HNC,ELD,837549,819573,"FLAT 314, 315, 316, 2/F, BLOCK A, I-FENG MANSIONS, 237 TOKWAWAN ROAD, KOWLOON",九龍土瓜灣道237號益豐大廈A座2字樓314，315，316室,GeoCom
16066,Kowloon City Dental Clinic,九龍城牙科診所,HNC,CLI,837592,819216,"3/F, Kowloon City Health Centre, Kowloon City Government Offices, 42 Bailey Street, Hung Hom, Kowloon",九龍紅磡庇利街42號九龍城政府合署九龍城健康中心3字樓,GeoCom
16077,CTU Training Centre Shek Lei Campus,職工盟培訓中心石籬校舍,SCH,VTI,832590,825228,"CTU Training Centre Shek Lei Campus, Kwai Chung, NT",新界葵涌職工盟培訓中心石籬校舍,GeoCom
16081,Evangelical Free Church of China Waterloo Hill Church,中國基督教播道會窩打老道山福音堂,REM,CHU,836253,820052,"Cambridge Court Block B, Ho Man Tin, KLN",九龍何文田冠華園B座,GeoCom
16088,"School of Continuing and Professional Studies, The Chinese University of Hong Kong-Tsimshatsui Oriental Learning Centre",香港中文大學專業進修學院-尖沙咀安年教學中心,SCH,TEI,836152,817909,"13/F, Oriental Centre, 67 Chatham Road South, Tsim Sha Tsui",尖沙咀漆咸道南 67 號安年大廈 13 樓,GeoCom
16091,SOMERSET VICTORIA PARK HONG KONG,SOMERSET VICTORIA PARK HONG KONG,AMD,HTL,837804,816278,"G/F(Portion), 1-3/F, 5-12/F, 15-23/F, 25-UR/F, 118 Electric Road, North Point, Hong Kong.","香港北角電氣道118號地下(部份), 1-3字樓, 5-12字樓, 15-23字樓, 25字樓-天台高層",GeoCom
16109,HARBOUR PLAZA 8 DEGREES,8度海逸酒店,AMD,HTL,837682,820430,"199 Kowloon City Road,To Kwa Wan, Kowloon.",九龍土瓜灣九龍城道199號,GeoCom
16134,KAI YAN INSTITUTION OF OLD AGE LIMITED - SECOND BRANCH,基恩護理安老院有限公司 - 第二分院,HNC,ELD,821371,833975,"SHOP NO. 9, 1/F, 2/F, FLAT B OF 3/F AND FLAT C OF 4/F, FAR EAST CONSORTIUM YUEN LONG BUILDING, 29 ON LOK ROAD, YUEN LONG, NEW TERRITORIES",新界元朗安樂路31號地下9號舖、安樂路29號遠東發展元朗大廈1字樓、2字樓、3字樓B室及4字樓C室,GeoCom
16137,ON ON SANATORIUM COMPANY LIMITED,安安護理院有限公司,HNC,ELD,821216,834045,"SHOP A G/F, A-B 1/F, A-B 2/F, TAI CHEUNG BUILDING, 23-29 TAI CHEUNG STREET, YUEN LONG, NEW TERRITORIES",新界元朗泰祥街23-29號泰祥大廈地下A舖及1至2字樓A及B室,GeoCom
16138,YAT CHEONG HOME FOR THE AGED,日昌護老院,HNC,ELD,837552,819807,"1/F, CHEONG HING BUILDING, 28 HA HEUNG ROAD, TOKWAWAN, KOWLOON",九龍土瓜灣下鄉道28號昌興大廈1字樓,GeoCom
16157,Shatin Baptist Church Unity Chapel,沙田浸信會合一堂,REM,CHU,835796,818443,"Rightful Centre, Yau Ma Tei, KLN",九龍油麻地興富中心,GeoCom
16174,Fat Yu Ching She,法雨精舍,REM,MON,837083,815883,"Vienna Mansion, Causeway Bay, HK",香港銅鑼灣華納大廈,GeoCom
16180,Tokwawan Baptist Church,土瓜灣浸信會,REM,CHU,837562,819373,"Wing Fai Mansion, To Kwa Wan, KLN",九龍土瓜灣榮輝大廈,GeoCom
16184,School of Continuing Education of the Hong Kong Baptist University,香港浸會大學持續教育學院,SCH,TEI,836674,822286,"Early Childhood and Elementary Education Division School of Continuing Education, Hong Kong Baptist University; 2/F Franki Centre, 320 Junction Road, Kowloon Tong, Kowloon",九龍九龍塘聯合道320號建新中心2樓,GeoCom
16189,FOREVER HEALTH GERICARE CENTRE LIMITED,耆康護老中心有限公司,HNC,ELD,837488,820413,"1/F, 2/F AND 3/F, NO. 84-90 TAM KUNG ROAD, TO KWA WAN, KOWLOON",九龍土瓜灣譚公道84號至90號1字樓、2字樓及3字樓,GeoCom
16192,Lung Hang Foursquare Gospel Church,四方福音會隆亨堂,REM,CHU,836551,825389,"Lung Hang Estate Community Centre, Sha Tin, NT",新界沙田隆亨社區中心,GeoCom
16194,Tung Shan Temple,東山古廟,REM,TMP,826057,839883,"Tung Shan Temple, San Tin, Yuen Long, NT",新界元朗新田東山古廟,GeoCom
16200,Venerable Master Yung Chau Memorial Hall,融秋老和尚紀念堂,REM,MON,830324,826696,"Tsuen Wan, NT",新界荃灣,GeoCom
16202,"The Hong Kong Chinese Church of Christ, Yuk Ming",香港華人基督會煜明堂,REM,CHU,845550,819543,"Yuk Ming Court, Hang Hau, Tseung Kwan O, NT",新界將軍澳坑口煜明苑,GeoCom
16206,Kin Ming Estate(Mobile Library 5),健明邨(流動圖書館五),CUF,LIB,843856,818531,"Adjacent to Kin Ching House, Kin Ming Estate, Tseung Kwan O, N.T.",新界將軍澳健明邨健晴樓側,GeoCom
16214,The Church of Christ in China Yuen Long Tin Shui Wai Church,中華基督教會元朗堂天水圍分堂,REM,CHU,818437,834801,"Yiu Tai House, Tin Shui Wai, NT",新界天水圍耀泰樓,GeoCom
16233,Hong Kong Sports Institute,香港體育學院,SCH,VTI,838889,828343,"Sha Tin, NT",新界沙田,GeoCom
16239,,東頭約大王廟,REM,TMP,821972,834334,,新界元朗東頭約大王廟,GeoCom
16242,Evangelical Free Church of China Christ Church,中國基督教播道會基泉堂,REM,CHU,840763,816077,"Chit Lee Commercial Building, Sai Wan Ho, HK",香港西灣河捷利商業大廈,GeoCom
16245,CHRISTIAN FAMILY SERVICE CENTRE YANG CHEN HOUSE,基督教家庭服務中心養真苑,HNC,ELD,845343,819889,"G/F & 1/F, TAK HONG HOUSE & TAK CHI HOUSE, HAU TAK ESTATE, TSEUNG KWAN O, NEW TERRITORIES",將軍澳厚德邨德康樓及德志樓地下及一樓,GeoCom
16255,,廟宇,REM,TMP,842205.667,819480.138,,九龍秀茂坪廟宇,GeoCom
16256,NOVOTEL NATHAN ROAD KOWLOON HONG KONG,香港九龍諾富特酒店,AMD,HTL,835767,818695,"348 Nathan Road,Jordan, Kowloon.",九龍佐敦彌敦道348號,GeoCom
16260,,天台精舍,REM,MON,831931,823058,"Kwai Chung, NT",新界葵涌,GeoCom
16278,CHELSEA HOTEL,怡景酒店,AMD,HTL,836020,817618,"G/F(Portion), 2/F-3/F, Duct Floor, 4/F-6/F & R/F,Continental Orient Commercial Centre,8A Hanoi Road, Tsim Sha Tsui, Kowloon.",九龍尖沙咀河內道8A號東銘商業中心地下(部份)、2-3字樓、管道層、4-16字樓&天台,GeoCom
16279,GOODRICH HOTEL,豪境酒店,AMD,HTL,835609,818577,"2/F - 12/F,92-94 Woosung Street,Jordan, Kowloon.",九龍佐敦吳松街92-94號2-12字樓,GeoCom
16284,Christian and Missionary Alliance Mei Foo Church,基督教宣道會美孚堂,REM,CHU,832575,821916,"Mei Foo Sun Chuen Stage 4, Lai Chi Kok, KLN",九龍荔枝角美孚新邨第四期,GeoCom
16287,HAPPY FAMILY FOR THE AGED LIMITED,家樂護老院有限公司,HNC,ELD,834964,821510,"Sham Shui Po, KLN",九龍深水埗,GeoCom
16293,Tin Hau Temple,天后古廟,REM,TMP,821596,832164,"Shap Pat Heung, Yuen Long, NT",新界元朗十八鄉,GeoCom
16294,The Church of Jesus Christ of Latter-Day Saints Hong Kong China Temple,耶穌基督後期聖徒教會中國香港聖殿,REM,CHU,836315,822368,"The Church of Jesus Christ of Latter-Day Saints Hong Kong China Temple, Beacon Hill, KLN",九龍筆架山耶穌基督後期聖徒教會中國香港聖殿,GeoCom
16299,SUN KONG HOTEL,新港酒店,AMD,HTL,822495,833936,"1 Tung Shing Lei Road,Yuen Long, New Territories.",新界元朗東成里路1號,GeoCom
16300,BREAKTHROUGH COMMUNITY YOUTH CAMPUS (BREAKTHROUGH YOUTH VILLAGE),突破青年村,AMD,HCV,840458,828816,"33 A Kung Kok Shan Road,Sha Tin, New Territories.",新界沙田亞公角山路33號,GeoCom
16303,Evangelize China Fellowship Hong Kong Maan Shin Church,基督教中國佈道會香港萬善堂,REM,CHU,839821,816394,"Kam Hoi Mansion Phase 2, Quarry Bay, HK",香港鰂魚涌金海大樓第2期,GeoCom
16308,Fat Kwong Ching Che,佛光淨舍,REM,MON,830841,826778,"Fat Kwong Ching Che, Tsuen Wan, NT",新界荃灣佛光淨舍,GeoCom
16314,Christian Zheng Sheng Association-Cheung Chau Male Training Centre for Youth,基督教正生會-長洲男性青少年訓練中心,GOV,CSD,821205,807254,"Cheung Chau, NT",新界長洲,GeoCom
16317,Kwun Tong Baptist Church,觀塘浸信會,REM,CHU,840949,819968,"Kwun Tong Baptist Church, Kwun Tong, KLN",九龍觀塘觀塘浸信會,GeoCom
16319,The Evangelical Lutheran Church of Hong Kong Tsing Yi Carpenter Lutheran Church,基督教香港信義會青衣靈匠堂,REM,CHU,828671,823823,"Yee Kui House, Tsing Yi, NT",新界青衣宜居樓,GeoCom
16320,Barnabas Charitable Service Association-Lamma Training Centre,基督教巴拿巴愛心服務團-南丫島訓練之家,GOV,CSD,829792,810973,"Lamma Island, NT",新界南丫島,GeoCom
16323,"Chinese Rhenish Church, Tin Shui Wai",中華基督教禮賢會天水圍堂,REM,CHU,818505,834602,"Tin Shui Wai, NT",新界天水圍,GeoCom
16327,Tai Hang Tung Estate(Mobile Library 8),大坑東邨(流動圖書館八),CUF,LIB,835663,821401,"Adjacent to Tung Lung House, Tai Hang Tung Estate, Tai Hang Tung Road, Sham Shui Po, Kowloon",九龍深水埗大坑東道大坑東邨東龍樓側(舊2C巴士站),GeoCom
16332,Sheng Kung Hui The Church of The Epiphany,聖公會基督顯現堂,REM,CHU,828823,824057,"Sheng Kung Hui Tsing Yi Estate Ho Chak Wan Primary School, Tsing Yi, NT",新界青衣聖公會青衣邨何澤芸小學,GeoCom
16334,Salesian Mass Centre,慈幼彌撒中心,REM,CHU,841706,815207,"Salesian English School (Secondary Section), Shau Kei Wan, HK",香港筲箕灣慈幼英文學校(中學部),GeoCom
16335,To Kwa Wan Public Library,土瓜灣公共圖書館,CUF,LIB,837413,819794,"5-6/F., To Kwa Wan Market & Government Offices, 165 Ma Tau Wai Road, Kowloon",九龍馬頭圍道165號土瓜灣政府合署五至六樓,GeoCom
16347,Tsim Sha Tsui Mandarin Baptist Church,尖沙咀國語浸信會,REM,CHU,836056,817890,"Hang Lung Bank Building, Tsim Sha Tsui, KLN",九龍尖沙咀恒隆銀行大廈,GeoCom
16348,Kwong Yuen Methodist Chapel,循道衛理聯合教會廣源佈道所,REM,CHU,840157,826775,"Sha Tin Methodist Primary School, Sha Tin, NT",新界沙田沙田循道衛理小學,GeoCom
16359,Chung Chi College Chapel,崇基學院禮拜堂,REM,CHU,839370,830740,"Chung Chi College Chapel, Ma Liu Shui, Sha Tin, NT",新界沙田馬料水崇基學院禮拜堂,GeoCom
16365,STANFORD HILLVIEW HOTEL,仕德福山景酒店,AMD,HTL,836015,818056,"13-17 Observatory Road,Tsim Sha Tsui,Kowloon.",九龍尖沙咀天文台道13-17號,GeoCom
16366,China Graduate School of Theology,中國神學研究院,REM,SMY,836348.931,822232.092,"China Graduate School of Theology, Kowloon Tong, KLN",九龍九龍塘中國神學研究院,GeoCom
16367,Kowloon Tong Church of the Chinese Christian and Missionary Alliance Cheung Sha Wan Fuk Shing Church,香港九龍塘基督教中華宣道會長沙灣福盛堂,REM,CHU,833996,822004,"Un Shing House, Cheung Sha Wan, KLN",九龍長沙灣元盛樓,GeoCom
16375,Kowloon Tong Church of the Chinese Christian and Missionary Alliance Island Grace Church,香港九龍塘基督教中華宣道會港恩堂,REM,CHU,838230,816928,"Carnival Commercial Building, North Point, HK",香港北角嘉匯商業大廈,GeoCom
16378,The Evangelical Lutheran Church of Hong Kong Wing Jan Lutheran Church,基督教香港信義會榮真堂,REM,CHU,816305,836010,"Ha Tsuen, Yuen Long, NT",新界元朗廈村,GeoCom
16389,"Chinese Rhenish Church, Hung Hom",中華基督教禮賢會紅磡堂,REM,CHU,837409,818975,"Hunghom Commercial Centre Block B, Hung Hom, KLN",九龍紅磡紅磡商業中心B座,GeoCom
16390,Kowloon Public Library,九龍公共圖書館,CUF,LIB,836184,819946,"5 Pui Ching Road, Homantin, Kowloon",九龍何文田培正道5號,GeoCom
16394,Kwun Tong Maternal & Child Health Centre,觀塘母嬰健康院,HNC,CLI,841334,819548,"LG Floor, Kwun Tong Community Health Centre Building, 60 Hip Wo Street, Kwun Tong, Kowloon",九龍觀塘協和街60號觀塘社區健康中心大樓地下低層,GeoCom
16397,OI TAK (FUNG KAM) OLD PEOPLE'S HOME LIMITED,愛德（鳳琴）安老院有限公司,HNC,ELD,821489,833682,"SHOP A OF G/F AND 1/F Y.L.T.L. 316 (ALSO KNOWN AS SHOP A OF GROUND FLOOR, 15B FUNG KAM STREET AND 1/F, 19, FUNG KAM STREET) YUEN LONG, NEW TERRITORIES",新界元朗市地段316號地下A舖及1字樓（亦稱元朗鳳琴街15B號地下A舖及19號1字樓）,GeoCom
16399,HONG KONG SHENG KUNG HUI LAM WOO HOME FOR THE ELDERLY,香港聖公會林護長者之家,HNC,ELD,832671,825554,"G/F & 1/F, FUNG YAM HOUSE AND SHING YAM HOUSE, ON YAM ESTATE, KWAI CHUNG, NEW TERRTIORIES",新界葵涌安蔭邨豐蔭樓及盛蔭樓地下及一樓,GeoCom
16427,,洪聖廟,REM,TMP,820977,807475,,新界長洲洪聖廟,GeoCom
16440,KAY LOK YUEN CENTRE FOR AGED LIMITED,耆樂園護老中心有限公司,HNC,ELD,837424,819674,"G/F PART OF AND 1/F, LUEN YIP BUILDING, 10-16A KOWLOON CITY ROAD, KOWLOON",九龍九龍城道10-16號A聯業大廈1字樓及地下(部份）,GeoCom
16445,Christian and Missionary Alliance Chai Wan Church,基督教宣道會柴灣堂,REM,CHU,843144,814287,"Federal Centre, Chai Wan, HK",香港柴灣發達中心,GeoCom
